MARKET_CODE,SYMBOL_CODE,SYMBOL_NAME,SETTLEMENT_TYPE,ORDER_REJECT_UPPER_PRICE,ORDER_REJECT_LOWER_PRICE,LAST_DAY_CLOSE_PRICE
 
'REG','SGLLR','Shell Gas LPG (Pakiatan) Ltd.(R)',170,1,.01,0
'REG','IFSL','Invest & Finance Securuties Ltd.','READY',15.71,13.71,14.71
'REG','SMBL','Summit Bank Limited.','READY',3.69,1.69,2.69
'REG','DEL','Dawood Equities Ltd.','READY',4.5,2.5,3.5
'REG','ANLNV','Azgard Nine. (Non-Voting)','READY',8,6,7
'REG','AMBL','Apna Microfinance Bank Limited.','READY',11,9,10
'REG','JSGCL','JS Global Capital Limited.','READY',49.1505,44.4695,46.81
'REG','TCLTC','Treet Corporation Ltd.(PTCs)','READY',56.7,51.3,54
'REG','NETSOL','NetSol Technologies Ltd.','READY',48.3525,43.7475,46.05
'REG','WTL','Worldcall Telecom Ltd.','READY',3.64,1.64,2.64
'REG','DSIL','D. S. Industries Ltd.','READY',7.49,5.49,6.49
'REG','STPL','Siddiqsons Tin Plate Ltd.','READY',10.61,8.61,9.61
'REG','BOK','The Bank of Khyber.(XB)','READY',8.51,6.51,7.51
'REG','CML','Colony Mills Limited.','READY',8.1,6.1,7.1
'REG','PAKMI','First Pak Mod.','READY',3.5,1.5,2.5
'REG','UBLSIFO','UBL Saving Income Fund','READY',105.681,95.6162,100.6486
'REG','UBLGSFO','UBL Government Securities Fund','READY',105.423,95.3828,100.4029
'REG','TBIL00010007','TBILL00010007','READY',2,.01,1
'REG','TBIL00080015','TBILL00080015','READY',2,.01,1
'REG','TBIL00160030','TBILL00160030','READY',2,.01,1
'REG','TBIL00310060','TBILL00310060','READY',2,.01,1
'REG','TBIL00610090','TBILL00610090','READY',2,.01,1
'REG','TBIL00910120','TBILL00910120','READY',2,.01,1
'REG','TBIL01210180','TBILL01210180','READY',2,.01,1
'REG','TBIL01810270','TBILL01810270','READY',2,.01,1
'REG','TBIL02710365','TBILL02710365','READY',2,.01,1
'REG','AKZO','Akzo Nobel Pakistan Limited.','READY',132.552,119.928,126.24
'REG','PICICCFO','PICIC Cash Fund','READY',106.3082,96.1836,101.2459
'REG','GAMON','Gammon Pak.','READY',5.46,3.46,4.46
'REG','IGIIL','IGI Insurance Limited.','READY',201.726,182.514,192.12
'REG','ARPAK','Arpak International Investment.','READY',17.75,15.75,16.75
'REG','NATF','National Foods Ltd.','READY',655.473,593.047,624.26
'REG','GUSM','Gulistan Spinning Mills Ltd.','READY',6.8,4.8,5.8
'REG','KESC','Karachi Electric Supply Company Ltd.','READY',7.62,5.62,6.62
'REG','SHNIR2','Shaheen Insurance Co Ltd.(R)','READY',2.97,.97,1.97
'REG','HUMNL','Hum Network Limited.','READY',96.0645,86.9155,91.49
'REG','ISL','International Steels Limited.','READY',22.407,20.273,21.34
'REG','UNIC','United Insurance Company.','READY',15.45,13.45,14.45
'REG','JLICL','Jubliee Life Insurance Co Ltd.','READY',194.145,175.655,184.9
'REG','HINOON','Highnoon Laboratories Ltd.','READY',163.7055,148.1145,155.91
'REG','IDRT','Idrees Textile Mills Ltd.','READY',23.1,20.9,22
'REG','STCL','Shabbir Tiles & Ceramis.','READY',14.02,12.02,13.02
'REG','MSOT','Masood Textile Mills Ltd.','READY',151.41,136.99,144.2
