MARKET_CODE,SYMBOL_CODE,SYMBOL_NAME,SETTLEMENT_TYPE,ORDER_REJECT_UPPER_PRICE,ORDER_REJECT_LOWER_PRICE,LAST_DAY_CLOSE_PRICE
 
'REG','ZAHTR','Zahidjee Textile Mills Ltd.(R)','READY',18.04,16.04,17.04
'REG','CLOV','Clover Pakistan Limited.','READY',96.7365,87.5235,92.13
'REG','ARM','Allied Rental Modaraba.','READY',48.3,43.7,46
'REG','KOHP','Kohinoor Power Co Ltd.','READY',4.52,2.52,3.52
'REG','SCBPL','Standard Chartered Bank (Pak) Ltd.','READY',26.25,23.75,25
'REG','RCML','Reliance Cotton Spinning Mills.','READY',113.7465,102.9135,108.33
'REG','KHTC','Khyber Tobacco Co. Ltd.','READY',274.3125,248.1875,261.25
'REG','PAKMI','First Pak Mod.','READY',3.5,1.5,2.5
'REG','HUMNL','Hum Network Limited.','READY',95.55,86.45,91
'REG','ISL','International Steels Limited.','READY',20.33,18.33,19.33
'REG','UNIC','United Insurance Company.','READY',15.4,13.4,14.4
'REG','JLICL','Jubliee Life Insurance Co Ltd.','READY',187.8975,170.0025,178.95
'REG','HINOON','Highnoon Laboratories Ltd.','READY',156.9435,141.9965,149.47
'REG','IDRT','Idrees Textile Mills Ltd.','READY',22.785,20.615,21.7
'REG','STCL','Shabbir Tiles & Ceramis.','READY',14.98,12.98,13.98
'REG','MSOT','Masood Textile Mills Ltd.','READY',155.8725,141.0275,148.45
'REG','REDCO','Redco Textile Ltd.','READY',7.76,5.76,6.76
'REG','SLCL','Security Leasing Corp.','READY',7,5,6
'REG','TGL','Tariq Glass.','READY',43.0395,38.9405,40.99
'REG','PICT','Pakistan Int.Container Terminal','READY',277.872,251.408,264.64
'REG','EFERT','Engro Fertilizers Limited.','READY',37.8315,34.2285,36.03
'REG','ELSM','Ellcot Spinning Mills Ltd.','READY',136.1325,123.1675,129.65
'REG','PKGI','Pakistan General Insurance Co.','READY',14.1,12.1,13.1
'REG','NRL','National Refinary Ltd.','READY',226.254,204.706,215.48
'REG','PIOC','Pioneer Cement Ltd.','READY',41.181,37.259,39.22
'REG','PIBTL','Pakistan International Bulk Terminal Ltd','READY',42.1798,38.1626,40.1712
'REG','UBLSIFO','UBL Saving Income Fund','READY',106.2749,96.1535,101.2142
'REG','UBLGSFO','UBL Government Securities Fund','READY',105.9995,95.9043,100.9519
'REG','TBIL00010007','TBILL00010007','READY',2,.01,1
'REG','TBIL00080015','TBILL00080015','READY',2,.01,1
'REG','TBIL00160030','TBILL00160030','READY',2,.01,1
'REG','TBIL00310060','TBILL00310060','READY',2,.01,1
'REG','TBIL00610090','TBILL00610090','READY',2,.01,1
'REG','TBIL00910120','TBILL00910120','READY',2,.01,1
'REG','TBIL01210180','TBILL01210180','READY',2,.01,1
'REG','TBIL01810270','TBILL01810270','READY',2,.01,1
'REG','TBIL02710365','TBILL02710365','READY',2,.01,1
'REG','AKZO','Akzo Nobel Pakistan Limited.','READY',138.285,125.115,131.7
'REG','PICICCFO','PICIC Cash Fund','READY',106.2885,96.1657,101.2271
'REG','GAMON','Gammon Pak.','READY',5.93,3.93,4.93
'REG','IGIIL','IGI Insurance Limited.','READY',195.7305,177.0895,186.41
'REG','ARPAK','Arpak International Investment.','READY',17.69,15.69,16.69
'REG','NATF','National Foods Ltd.','READY',676.053,611.667,643.86
'REG','GUSM','Gulistan Spinning Mills Ltd.','READY',7.21,5.21,6.21
'REG','KESC','Karachi Electric Supply Company Ltd.','READY',7.67,5.67,6.67
'REG','SHNIR2','Shaheen Insurance Co Ltd.(R)','READY',2.35,.35,1.35
'REG','ISIL','Ismail Industries Ltd.','READY',243.852,220.628,232.24
'REG','LOTCHEM','Lotte Chemical Pakistan Ltd.','READY',8.72,6.72,7.72
'REG','WTCL','Wateen Telecom Limited','READY',5.5,4.5,4.5
'REG','FPJM','First Punjab Mod.','READY',3.05,1.05,2.05
'REG','POL','Pakistan Oilfields Limited.','READY',549.633,497.287,523.46
'REG','IDYM','Indus Dyeing & Manufacturing.','READY',1257.816,1138.024,1197.92
'REG','SCLL','Standard Chartered Leasing Ltd.','READY',9,7,8
'REG','PKGP','Pakgen Power Limited.','READY',22.7535,20.5865,21.67
'REG','KASBCFO','KASB Cash Fund','READY',107.9623,97.6801,102.8212
'REG','JSCFO','JS Cash Fund','READY',107.982,97.698,102.84
'REG','MCFO','Meezan Cash Fund','READY',52.8215,47.7909,50.3062
