MARKET_CODE,SYMBOL_CODE,SYMBOL_NAME,SETTLEMENT_TYPE,ORDER_REJECT_UPPER_PRICE,ORDER_REJECT_LOWER_PRICE,LAST_DAY_CLOSE_PRICE
 
'REG','SEARL','The Searle Company Ltd.','READY',166.509,150.651,158.58
'REG','GHNL','Ghandhara Nissan Ltd.','READY',18.73,16.73,17.73
'REG','KOHP','Kohinoor Power Co Ltd.','READY',4.77,2.77,3.77
'REG','SCBPL','Standard Chartered Bank (Pak) Ltd.','READY',26.04,23.56,24.8
'REG','RCML','Reliance Cotton Spinning Mills.','READY',119.427,108.053,113.74
'REG','KHTC','Khyber Tobacco Co. Ltd.','READY',274.3125,248.1875,261.25
'REG','PAKMI','First Pak Mod.','READY',3.4,1.4,2.4
'REG','HUMNL','Hum Network Limited.','READY',98.847,89.433,94.14
'REG','ISL','International Steels Limited.','READY',21.3465,19.3135,20.33
'REG','UNIC','United Insurance Company.','READY',15.45,13.45,14.45
'REG','JLICL','Jubliee Life Insurance Co Ltd.','READY',188.979,170.981,179.98
'REG','HINOON','Highnoon Laboratories Ltd.','READY',162.456,146.984,154.72
'REG','IDRT','Idrees Textile Mills Ltd.','READY',22.785,20.615,21.7
'REG','STCL','Shabbir Tiles & Ceramis.','READY',14.52,12.52,13.52
'REG','MSOT','Masood Textile Mills Ltd.','READY',156.3975,141.5025,148.95
'REG','REDCO','Redco Textile Ltd.','READY',7.8,5.8,6.8
'REG','SLCL','Security Leasing Corp.','READY',7.5,5.5,6.5
'REG','TGL','Tariq Glass.','READY',42.3045,38.2755,40.29
'REG','PICT','Pakistan Int.Container Terminal','READY',288.582,261.098,274.84
'REG','EFERT','Engro Fertilizers Limited.','READY',39.7215,35.9385,37.83
'REG','ELSM','Ellcot Spinning Mills Ltd.','READY',142.9365,129.3235,136.13
'REG','PKGI','Pakistan General Insurance Co.','READY',14.59,12.59,13.59
'REG','NRL','National Refinary Ltd.','READY',223.9965,202.6635,213.33
'REG','PIOC','Pioneer Cement Ltd.','READY',40.383,36.537,38.46
'REG','PIBTL','Pakistan International Bulk Terminal Ltd','READY',44.2512,40.0368,42.144
'REG','UDPLR','United Distributors Pakistan(R)','READY',16.69,14.69,15.69
'REG','UBLSIFO','UBL Saving Income Fund','READY',106.2871,96.1645,101.2258
'REG','UBLGSFO','UBL Government Securities Fund','READY',106.0186,95.9216,100.9701
'REG','TBIL00010007','TBILL00010007','READY',2,.01,1
'REG','TBIL00080015','TBILL00080015','READY',2,.01,1
'REG','TBIL00160030','TBILL00160030','READY',2,.01,1
'REG','TBIL00310060','TBILL00310060','READY',2,.01,1
'REG','TBIL00610090','TBILL00610090','READY',2,.01,1
'REG','TBIL00910120','TBILL00910120','READY',2,.01,1
'REG','TBIL01210180','TBILL01210180','READY',2,.01,1
'REG','TBIL01810270','TBILL01810270','READY',2,.01,1
'REG','TBIL02710365','TBILL02710365','READY',2,.01,1
'REG','AKZO','Akzo Nobel Pakistan Limited.','READY',137.3715,124.2885,130.83
'REG','PICICCFO','PICIC Cash Fund','READY',106.3082,96.1836,101.2459
'REG','GAMON','Gammon Pak.','READY',5.46,3.46,4.46
'REG','IGIIL','IGI Insurance Limited.','READY',197.9775,179.1225,188.55
'REG','ARPAK','Arpak International Investment.','READY',16.75,14.75,15.75
'REG','NATF','National Foods Ltd.','READY',653.2365,591.0235,622.13
'REG','GUSM','Gulistan Spinning Mills Ltd.','READY',7.1,5.1,6.1
'REG','KESC','Karachi Electric Supply Company Ltd.','READY',7.59,5.59,6.59
'REG','SHNIR2','Shaheen Insurance Co Ltd.(R)','READY',3.35,1.35,2.35
'REG','MSCL','Metropolitan Steel Corporation','READY',19.65,17.65,18.65
'REG','PASM','Paramount Spinning Mills.','READY',7.87,5.87,6.87
'REG','SMCPL','Safe Mix Concrete Products Ltd.','READY',10.2,8.2,9.2
'REG','TSPL','Tri -Star Power Ltd.','READY',3.34,1.34,2.34
'REG','JVDCPS','Javedan Corporation Ltd-Non Voting','READY',12,10,11
'REG','BHAT','Bhanero Textile Mills Ltd.','READY',758.2365,686.0235,722.13
'REG','KASBSL','KASB Securities Ltd.','READY',7.96,5.96,6.96
'REG','LUCK','Lucky Cement Limited.','READY',329.973,298.547,314.26
'REG','NOPKNV','Noon Pakistan Non-Voting.','READY',38.0625,34.4375,36.25
'REG','BNWM','Bannu Woollen Mills Limited.','READY',79.821,72.219,76.02
'REG','TELE','Telecard Ltd.','READY',6.12,4.12,5.12
'REG','QUAT','Quality Textile Mills Ltd.','READY',91.5784,82.8566,87.2175
'REG','NPL','Nishat Power Limited.','READY',35.175,31.825,33.5
'REG','MDTL','Media Times Limited.','READY',4.17,2.17,3.17
