MARKET_CODE,SYMBOL_CODE,SYMBOL_NAME,SETTLEMENT_TYPE,ORDER_REJECT_UPPER_PRICE,ORDER_REJECT_LOWER_PRICE,LAST_DAY_CLOSE_PRICE
 
'REG','CLCPS','Chenab Limited Preference Shares.','READY',3.81,1.81,2.81
'REG','ICIBL','Invest Capital Investment Bank Ltd.','READY',2.59,.59,1.59
'REG','SITC','Sitara Chemicals.','READY',279.468,252.852,266.16
'REG','LPCL','Lafarge Pakistan Cement Limited.','READY',11.21,9.21,10.21
'REG','PAEL','Pakistan Elektron Ltd.','READY',20.14,18.14,19.14
'REG','BTL','Bleesed Textile Ltd.','READY',278.775,252.225,265.5
'REG','INKL','International Knitwear Ltd.','READY',15,13,14
'REG','UBLISFO','UBL Islamic Sovereign Fund','READY',105.8916,95.8066,100.8491
'REG','ASHT','Ashfaq Textile Mills Ltd.(XB)','READY',18.56,16.56,17.56
'REG','JSIL','JS Investments Limited.','READY',14.55,12.55,13.55
'REG','ZAHTR','Zahidjee Textile Mills Ltd.(R)','READY',15.1913,13.1913,14.1913
'REG','CLOV','Clover Pakistan Limited.','READY',111.9615,101.2985,106.63
'REG','ARM','Allied Rental Modaraba.','READY',48.3,43.7,46
'REG','KOHP','Kohinoor Power Co Ltd.','READY',4.45,2.45,3.45
'REG','SCBPL','Standard Chartered Bank (Pak) Ltd.','READY',25.746,23.294,24.52
'REG','RCML','Reliance Cotton Spinning Mills.','READY',131.4506,118.9315,125.191
'REG','KHTC','Khyber Tobacco Co. Ltd.','READY',262.5,237.5,250
'REG','PAKMI','First Pak Mod.','READY',4.5,2.5,3.5
'REG','HUMNL','Hum Network Limited.','READY',94.5,85.5,90
'REG','ISL','International Steels Limited.','READY',22.7535,20.5865,21.67
'REG','UNIC','United Insurance Company.','READY',16.45,14.45,15.45
'REG','JLICL','Jubliee Life Insurance Co Ltd.','READY',189.0525,171.0475,180.05
'REG','HINOON','Highnoon Laboratories Ltd.','READY',163.275,147.725,155.5
'REG','IDRT','Idrees Textile Mills Ltd.','READY',22.0815,19.9785,21.03
'REG','STCL','Shabbir Tiles & Ceramis.','READY',14.08,12.08,13.08
'REG','MSOT','Masood Textile Mills Ltd.','READY',151.914,137.446,144.68
'REG','REDCO','Redco Textile Ltd.','READY',7.79,5.79,6.79
'REG','SLCL','Security Leasing Corp.','READY',6.95,4.95,5.95
'REG','TGL','Tariq Glass.','READY',39.8895,36.0905,37.99
'REG','PICT','Pakistan Int.Container Terminal','READY',272.0235,246.1165,259.07
'REG','EFERT','Engro Fertilizers Limited.','READY',43.785,39.615,41.7
'REG','ELSM','Ellcot Spinning Mills Ltd.','READY',148.0815,133.9785,141.03
'REG','PKGI','Pakistan General Insurance Co.','READY',13.9,11.9,12.9
'REG','NRL','National Refinary Ltd.','READY',218.6835,197.8565,208.27
'REG','PIOC','Pioneer Cement Ltd.','READY',39.186,35.454,37.32
'REG','PIBTL','Pakistan International Bulk Terminal Ltd','READY',48.7725,44.1275,46.45
'REG','UDPLR','United Distributors Pakistan(R)','READY',16.75,14.75,15.75
'REG','UBLSIFO','UBL Saving Income Fund','READY',105.681,95.6162,100.6486
'REG','UBLGSFO','UBL Government Securities Fund','READY',105.4896,95.443,100.4663
'REG','TBIL00010007','TBILL00010007','READY',2,.01,1
'REG','TBIL00080015','TBILL00080015','READY',2,.01,1
'REG','TBIL00160030','TBILL00160030','READY',2,.01,1
'REG','TBIL00310060','TBILL00310060','READY',2,.01,1
